,id,timestamp,Active_Energy_+_Total_ini,Active_Energy_+_Total_end,Active_Energy_+_Incr,Active_Energy_-_Total_ini,Active_Energy_-_Total_end,Active_Energy_-_Incr,Average_voltage_L1,Average_voltage_L2,Average_voltage_L3,Average_current_L1,Average_current_L2,Average_current_L3,L1_Average_Active_Power,L2_Average_Active_Power,L3_Average_Active_Power,L1_Average_Reactive_Power,L2_Average_Reactive_Power,L3_Average_Reactive_Power
0,BBB6004,2019-04-25T21:00:00Z,15799.5889,15799.677800000001,0.08890000000064902,5440.8494,5440.8494,0.0,231.98624999999993,233.06410714285707,234.24848214285709,,,,,,,,,
1,BBB6004,2019-04-25T21:15:00Z,15799.678800000002,15799.8235,0.14569999999912397,5440.8494,5440.8494,0.0,232.0504444444445,232.9207222222221,234.1081666666666,,,,,,,,,
2,BBB6004,2019-04-25T21:30:00Z,15799.824400000001,15799.9693,0.14580000000023574,5440.8494,5440.8494,0.0,232.4575555555554,233.74922222222222,234.80122222222218,,,,,,,,,
3,BBB6004,2019-04-25T21:45:00Z,15799.9703,15800.112100000002,0.14280000000144355,5440.8494,5440.8494,0.0,229.66525139664796,230.7189385474861,231.75681564245798,,,,,,,,,
4,BBB6004,2019-04-25T22:00:00Z,15800.113000000001,15800.254600000002,0.14249999999992724,5440.8494,5440.8494,0.0,230.73022222222235,232.072,232.94444444444423,,,,,,,,,
5,BBB6004,2019-04-25T22:15:00Z,15800.2553,15800.397600000002,0.1430000000000291,5440.8494,5440.8494,0.0,229.78145251396634,230.95407821229063,231.87692737430152,,,,,,,,,
6,BBB6004,2019-04-25T22:30:00Z,15800.398500000001,15800.5408,0.14319999999861466,5440.8494,5440.8494,0.0,230.84705555555533,232.13677777777778,232.97899999999993,,,,,,,,,
7,BBB6004,2019-04-25T22:45:00Z,15800.541500000001,15800.688,0.14719999999942956,5440.8494,5440.8494,0.0,232.1601685393258,233.1620224719101,234.23831460674168,,,,,,,,,
8,BBB6004,2019-04-25T23:00:00Z,15800.688900000001,15800.8325,0.1445000000003347,5440.8494,5440.8494,0.0,230.2860893854748,231.27491620111712,232.47536312849175,,,,,,,,,
9,BBB6004,2019-04-25T23:15:00Z,15800.9313,15800.9763,0.1437999999998283,5440.8494,5440.8494,0.0,232.4701818181818,233.9041818181818,234.6727272727273,,,,,,,,,
10,BBB6004,2019-04-25T23:30:00Z,15800.976900000001,15801.121000000001,0.14470000000073924,5440.8494,5440.8494,0.0,231.4440677966102,232.60265536723168,233.55107344632748,,,,,,,,,
11,BBB6004,2019-04-25T23:45:00Z,15801.122000000001,15801.266700000002,0.14570000000094296,5440.8494,5440.8494,0.0,232.02294444444442,233.16322222222217,233.97355555555546,,,,,,,,,
12,BBB6004,2019-04-26T00:00:00Z,15801.267700000002,15801.409600000003,0.14290000000073633,5440.8494,5440.8494,0.0,233.30600000000015,234.58234285714275,235.3173142857142,,,,,,,,,
13,BBB6004,2019-04-26T07:30:00Z,15804.417700000002,15804.4889,0.07179999999789288,5440.8494,5440.8494,0.0,230.07861111111117,232.55833333333325,231.69033333333334,,,,,,,,,
14,BBB6004,2019-04-26T07:45:00Z,15804.489200000002,15804.522200000001,0.03330000000096334,5440.8494,5440.8494,0.0,230.66894444444438,231.79944444444442,230.632888888889,,,,,,,,,
15,BBB6004,2019-04-26T08:00:00Z,15804.5223,15804.543,0.02079999999841675,5440.8494,5440.8494,0.0,232.1265555555557,233.40338888888903,230.66261111111118,,,,,,,,,
16,BBB6004,2019-04-26T08:15:00Z,15804.543200000002,15804.715300000002,0.17230000000199652,5440.8494,5440.8494,0.0,229.40117977528095,230.09466292134823,228.504775280899,,,,,,,,,
17,BBB6004,2019-04-26T08:30:00Z,15804.716,15804.917600000002,0.20230000000083237,5440.8494,5440.8494,0.0,226.95594444444433,229.81766666666667,227.79805555555552,,,,,,,,,
18,BBB6004,2019-04-26T08:45:00Z,15804.918600000003,15805.096,0.1783999999970547,5440.8494,5440.8494,0.0,230.3512222222222,230.75927777777784,228.66488888888878,,,,,,,,,
19,BBB6004,2019-04-26T09:00:00Z,15805.096700000002,15805.281200000001,0.18520000000171422,5440.8494,5440.8494,0.0,229.30238888888877,230.5810000000001,228.24566666666666,,,,,,,,,
20,BBB6004,2019-04-26T09:15:00Z,15805.282000000001,15805.4644,0.18319999999948777,5440.8494,5440.8494,0.0,228.89499999999998,229.7653333333332,227.66466666666673,,,,,,,,,
21,BBB6004,2019-04-26T09:30:00Z,15805.465,15805.650100000003,0.18570000000181608,5440.8494,5440.8494,0.0,228.75177777777782,229.6256666666666,227.39411111111104,,,,,,,,,
22,BBB6004,2019-04-26T09:45:00Z,15805.651,15805.824400000001,0.174299999998766,5440.8494,5440.8494,0.0,230.73227777777785,231.74644444444448,229.5007222222223,,,,,,,,,
23,BBB6004,2019-04-26T10:00:00Z,15805.825600000002,15806.001100000001,0.17669999999998254,5440.8494,5440.8494,0.0,230.1314444444445,231.5207777777778,229.2321111111111,,,,,,,,,
24,BBB6004,2019-04-26T10:15:00Z,15806.002,15806.187,0.18589999999858264,5440.8494,5440.8494,0.0,230.3640555555555,231.31027777777766,229.33855555555564,,,,,,,,,
25,BBB6004,2019-04-26T10:30:00Z,15806.188400000001,15806.3767,0.189700000000812,5440.8494,5440.8494,0.0,229.2875555555554,230.11244444444435,228.45633333333342,,,,,,,,,
26,BBB6004,2019-04-26T10:45:00Z,15806.378100000002,15806.599900000001,0.2232000000003609,5440.8494,5440.8494,0.0,228.85272222222213,229.28561111111108,228.93938888888886,,,,,,,,,
27,BBB6004,2019-04-26T11:00:00Z,15806.6015,15806.837700000002,0.2378000000007887,5440.8494,5440.8494,0.0,229.32705555555557,230.17677777777777,230.65622222222217,,,,,,,,,
28,BBB6004,2019-04-26T11:15:00Z,15806.839300000001,15807.080100000001,0.24239999999917927,5440.8494,5440.8494,0.0,229.62461111111116,231.1379444444444,231.8607777777778,,,,,,,,,
29,BBB6004,2019-04-26T11:30:00Z,15807.081600000001,15807.317000000001,0.23689999999987776,5440.8494,5440.8494,0.0,230.63783333333328,231.14444444444433,232.2559444444444,,,,,,,,,
30,BBB6004,2019-04-26T11:45:00Z,15807.318100000002,15807.546900000001,0.22990000000027067,5440.8494,5440.8494,0.0,230.53966480446925,231.17653631284907,232.19787709497214,,,,,,,,,
31,BBB6004,2019-04-26T12:00:00Z,15807.548900000002,15807.7777,0.23079999999936263,5440.8494,5440.8494,0.0,230.38933333333347,231.37099999999998,232.2562222222221,,,,,,,,,
32,BBB6004,2019-04-26T12:15:00Z,15807.7782,15807.8475,0.06979999999930442,5440.8494,5440.8494,0.0,231.76883333333336,232.9967222222222,233.2181111111111,,,,,,,,,
33,BBB6004,2019-04-26T12:30:00Z,15807.847700000002,15807.891800000001,0.04430000000138534,5440.8494,5440.8494,0.0,231.70256983240222,232.8855307262571,232.89860335195547,,,,,,,,,
34,BBB6004,2019-04-26T12:45:00Z,15807.892100000001,15807.9735,0.08169999999881838,5440.8494,5440.8494,0.0,231.3812777777778,232.75933333333353,232.5725555555556,,,,,,,,,
35,BBB6004,2019-04-26T13:00:00Z,15807.974100000001,15808.0789,0.10540000000037253,5440.8494,5440.8494,0.0,231.83144444444446,233.21744444444448,232.8796666666666,,,,,,,,,
36,BBB6004,2019-04-26T13:15:00Z,15808.079600000001,15808.1892,0.1103000000002794,5440.8494,5440.8494,0.0,231.05727777777776,232.6248888888891,232.4762777777777,,,,,,,,,
37,BBB6004,2019-04-26T13:30:00Z,15808.19,15808.302700000002,0.11350000000129512,5440.8494,5440.8494,0.0,230.55827777777776,232.3572222222222,232.00855555555543,,,,,,,,,
38,BBB6004,2019-04-26T13:45:00Z,15808.303200000002,15808.454800000001,0.15209999999933643,5440.8494,5440.8494,0.0,229.49933333333337,231.20705555555557,231.0212777777777,,,,,,,,,
39,BBB6004,2019-04-26T14:00:00Z,15808.4559,15808.7245,0.26969999999892025,5440.8494,5440.8494,0.0,228.07355555555566,230.86172222222214,231.16377777777777,,,,,,,,,
40,BBB6004,2019-04-26T14:15:00Z,15808.7265,15808.996700000002,0.27220000000124855,5440.8494,5440.8494,0.0,228.6935,230.91055555555556,231.35150000000007,,,,,,,,,
41,BBB6004,2019-04-26T14:30:00Z,15808.9984,15809.258100000001,0.2613999999994121,5440.8494,5440.8494,0.0,228.47977653631287,230.1655865921787,230.27614525139668,,,,,,,,,
42,BBB6004,2019-04-26T14:45:00Z,15809.2595,15809.525200000002,0.26710000000093714,5440.8494,5440.8494,0.0,229.63061111111116,230.53505555555546,231.0542777777777,,,,,,,,,
43,BBB6004,2019-04-26T15:00:00Z,15809.5269,15809.7949,0.26969999999892025,5440.8494,5440.8494,0.0,230.12349999999998,231.3542777777779,231.83833333333325,,,,,,,,,
44,BBB6004,2019-04-26T15:15:00Z,15809.795800000002,15810.062,0.26709999999911815,5440.8494,5440.8494,0.0,230.2493333333332,231.50494444444448,231.7568333333333,,,,,,,,,
45,BBB6004,2019-04-26T15:30:00Z,15810.063800000002,15810.3009,0.23890000000028522,5440.8494,5440.8494,0.0,231.07627777777796,232.55044444444462,231.8766666666666,,,,,,,,,
